Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,16:20:00,1430,1,In-flight meal not included,10844
Jet Airways,2019-06-06,Kolkata,Banglore,09:35:00,14:25:00,1730,1,No info,12692
Jet Airways,2019-03-21,Delhi,Cochin,20:50:00,04:25:00,455,1,In-flight meal not included,9212
Multiple carriers,2019-05-15,Delhi,Cochin,15:00:00,01:30:00,630,1,No info,13727
Air Asia,2019-06-15,Banglore,Delhi,04:55:00,07:45:00,170,0,No info,4282
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,16:20:00,1285,1,In-flight meal not included,10844
Air India,2019-06-27,Delhi,Cochin,17:20:00,09:25:00,965,1,No info,7480
IndiGo,2019-05-01,Banglore,Delhi,16:55:00,19:55:00,180,0,No info,4823
Jet Airways,2019-05-18,Delhi,Cochin,22:50:00,12:35:00,825,1,In-flight meal not included,12373
Multiple carriers,2019-03-21,Delhi,Cochin,11:40:00,21:00:00,560,1,No info,7215
Air India,2019-05-09,Delhi,Cochin,06:05:00,09:25:00,1640,1,No info,7480
Multiple carriers,2019-06-24,Delhi,Cochin,09:00:00,21:00:00,720,1,No info,8143
IndiGo,2019-05-03,Banglore,Delhi,18:25:00,21:20:00,175,0,No info,4823
Jet Airways,2019-06-06,Kolkata,Banglore,20:00:00,08:15:00,735,1,In-flight meal not included,10844
SpiceJet,2019-04-12,Banglore,Delhi,21:10:00,00:05:00,175,0,No info,5621
Vistara,2019-05-18,Kolkata,Banglore,20:20:00,20:20:00,1440,1,No info,9555
IndiGo,2019-03-21,Banglore,New Delhi,01:30:00,04:15:00,165,0,No info,4777
SpiceJet,2019-03-03,Banglore,New Delhi,09:35:00,12:30:00,175,0,No info,7648
IndiGo,2019-04-01,Kolkata,Banglore,09:20:00,14:15:00,295,1,No info,10308
Jet Airways,2019-05-24,Delhi,Cochin,11:40:00,19:00:00,440,2,No info,21219
IndiGo,2019-05-06,Kolkata,Banglore,09:20:00,14:15:00,295,1,No info,11319
Jet Airways,2019-05-15,Kolkata,Banglore,21:10:00,20:45:00,1415,1,In-flight meal not included,10844
Multiple carriers,2019-05-09,Delhi,Cochin,18:15:00,01:30:00,435,1,No info,15078
SpiceJet,2019-05-01,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No info,2017
Air Asia,2019-06-01,Kolkata,Banglore,22:50:00,01:20:00,150,0,No info,4409
IndiGo,2019-06-09,Delhi,Cochin,07:35:00,12:10:00,275,1,No info,5054
Air India,2019-03-15,Banglore,New Delhi,05:50:00,22:10:00,980,2,No info,10111
SpiceJet,2019-03-18,Banglore,New Delhi,20:30:00,23:20:00,170,0,No check-in baggage included,4273
Air India,2019-05-24,Kolkata,Banglore,16:50:00,07:55:00,905,1,No info,8576
Jet Airways,2019-06-03,Banglore,Delhi,17:45:00,20:45:00,180,0,No info,8016
Jet Airways,2019-06-09,Banglore,Delhi,15:15:00,18:10:00,175,0,No info,8016
Jet Airways,2019-05-18,Kolkata,Banglore,20:25:00,23:35:00,1630,1,No info,14151
IndiGo,2019-04-15,Banglore,Delhi,06:05:00,08:50:00,165,0,No info,4423
Jet Airways,2019-06-15,Mumbai,Hyderabad,07:05:00,08:30:00,85,0,In-flight meal not included,4050
Jet Airways,2019-05-06,Kolkata,Banglore,14:05:00,19:50:00,345,1,No info,14781
Jet Airways,2019-05-15,Kolkata,Banglore,20:00:00,08:15:00,735,1,In-flight meal not included,8586
Air Asia,2019-05-21,Kolkata,Banglore,19:55:00,23:30:00,215,1,No info,5162
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,04:40:00,450,1,No info,13731
Jet Airways,2019-03-21,Delhi,Cochin,13:00:00,04:25:00,925,1,In-flight meal not included,7438
Jet Airways,2019-05-15,Kolkata,Banglore,09:35:00,10:55:00,1520,1,No info,14151
Vistara,2019-04-12,Banglore,Delhi,21:00:00,23:50:00,170,0,No info,5613
IndiGo,2019-05-15,Kolkata,Banglore,15:15:00,20:05:00,290,1,No info,5380
Jet Airways,2019-03-21,Delhi,Cochin,11:30:00,04:25:00,1015,1,In-flight meal not included,7438
Multiple carriers,2019-06-01,Delhi,Cochin,07:05:00,22:30:00,925,1,No info,9646
Air Asia,2019-05-15,Delhi,Cochin,20:45:00,07:10:00,625,1,No info,6853
Jet Airways,2019-03-18,Banglore,New Delhi,14:05:00,20:20:00,375,1,No info,13555
IndiGo,2019-06-15,Delhi,Cochin,17:30:00,01:30:00,480,1,No info,5883
IndiGo,2019-03-09,Delhi,Cochin,04:55:00,12:00:00,425,1,No info,6171
IndiGo,2019-05-21,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,No info,3175
IndiGo,2019-03-27,Delhi,Cochin,07:45:00,13:40:00,355,1,No info,4832
Multiple carriers,2019-06-01,Delhi,Cochin,16:00:00,01:30:00,570,1,No info,13377
Jet Airways,2019-06-24,Delhi,Cochin,19:45:00,04:25:00,520,1,In-flight meal not included,10262
Jet Airways,2019-06-01,Delhi,Cochin,18:15:00,12:35:00,1100,1,In-flight meal not included,10262
Air India,2019-05-18,Delhi,Cochin,12:00:00,07:40:00,1180,2,No info,8603
Jet Airways,2019-06-06,Kolkata,Banglore,06:30:00,04:40:00,1330,1,In-flight meal not included,8586
Vistara,2019-05-21,Kolkata,Banglore,20:20:00,09:05:00,765,1,No info,8452
Jet Airways,2019-03-24,Kolkata,Banglore,18:55:00,18:10:00,1395,1,No info,14231
Jet Airways,2019-05-21,Delhi,Cochin,08:00:00,19:00:00,660,1,No info,16289
SpiceJet,2019-03-03,Banglore,New Delhi,09:35:00,12:30:00,175,0,No info,6860
IndiGo,2019-05-09,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,No info,2754
Multiple carriers,2019-06-09,Delhi,Cochin,07:05:00,22:30:00,925,1,No info,9646
Air India,2019-05-27,Chennai,Kolkata,11:40:00,13:55:00,135,0,No info,4667
IndiGo,2019-04-21,Kolkata,Banglore,15:30:00,18:05:00,155,0,No info,4804
IndiGo,2019-03-09,Banglore,New Delhi,01:30:00,04:15:00,165,0,No info,4545
Jet Airways,2019-03-01,Banglore,New Delhi,22:50:00,20:20:00,1290,1,No info,25735
Jet Airways,2019-03-21,Delhi,Cochin,05:30:00,04:25:00,1375,2,No info,12647
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,08:15:00,1090,1,In-flight meal not included,8586
IndiGo,2019-06-09,Chennai,Kolkata,22:05:00,00:25:00,140,0,No info,5277
IndiGo,2019-03-27,Delhi,Cochin,11:30:00,01:35:00,845,1,No info,6206
Air Asia,2019-04-12,Banglore,Delhi,11:10:00,13:55:00,165,0,No info,4483
Vistara,2019-05-24,Kolkata,Banglore,17:00:00,18:50:00,1550,1,No info,9870
SpiceJet,2019-06-27,Kolkata,Banglore,17:10:00,19:40:00,150,0,No check-in baggage included,3841
SpiceJet,2019-03-27,Kolkata,Banglore,09:00:00,11:30:00,150,0,No check-in baggage included,3815
IndiGo,2019-03-24,Banglore,New Delhi,23:30:00,02:20:00,170,0,No info,6860
Jet Airways,2019-05-01,Kolkata,Banglore,20:25:00,10:55:00,870,1,No info,12121
Jet Airways,2019-03-27,Delhi,Cochin,09:55:00,18:50:00,535,1,In-flight meal not included,5963
SpiceJet,2019-06-06,Banglore,Delhi,05:55:00,08:35:00,160,0,No info,3625
SpiceJet,2019-06-15,Kolkata,Banglore,09:00:00,11:25:00,145,0,No check-in baggage included,3841
IndiGo,2019-06-12,Banglore,Delhi,20:00:00,22:50:00,170,0,No info,4823
Multiple carriers,2019-06-12,Delhi,Cochin,09:45:00,16:10:00,385,1,No info,9646
Jet Airways,2019-05-27,Delhi,Cochin,02:15:00,12:35:00,620,1,In-flight meal not included,10152
IndiGo,2019-06-03,Delhi,Cochin,06:50:00,22:30:00,940,1,No info,7514
Jet Airways,2019-03-06,Banglore,New Delhi,07:00:00,18:25:00,685,1,No info,16736
Jet Airways,2019-05-06,Kolkata,Banglore,18:55:00,10:05:00,910,1,No info,13584
Air India,2019-05-21,Kolkata,Banglore,08:20:00,07:55:00,1415,2,No info,11222
IndiGo,2019-05-01,Chennai,Kolkata,07:55:00,10:15:00,140,0,No info,3850
Vistara,2019-03-24,Banglore,New Delhi,12:00:00,14:40:00,160,0,No info,7608
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,16:20:00,1220,1,In-flight meal not included,10844
Multiple carriers,2019-06-09,Delhi,Cochin,17:00:00,01:30:00,510,1,No info,7408
Vistara,2019-05-18,Chennai,Kolkata,07:05:00,09:20:00,135,0,No info,3687
SpiceJet,2019-03-03,Delhi,Cochin,16:35:00,22:50:00,375,1,No info,11726
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,09:20:00,1610,1,In-flight meal not included,9663
Air India,2019-03-24,Kolkata,Banglore,07:00:00,13:45:00,1845,2,No info,12829
IndiGo,2019-06-27,Delhi,Cochin,16:00:00,21:00:00,300,1,No info,6069
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,19:50:00,1640,1,In-flight meal not included,8529
Vistara,2019-05-09,Kolkata,Banglore,17:00:00,23:25:00,385,1,No info,8085
Vistara,2019-05-15,Banglore,Delhi,19:30:00,22:15:00,165,0,No info,4878
IndiGo,2019-04-03,Banglore,Delhi,13:00:00,15:50:00,170,0,No info,4077
IndiGo,2019-05-09,Kolkata,Banglore,21:00:00,02:15:00,315,1,No info,7605
Jet Airways,2019-06-15,Delhi,Cochin,05:30:00,04:25:00,1375,2,No info,13014
IndiGo,2019-03-03,Delhi,Cochin,07:35:00,22:20:00,885,1,No info,11600
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,09:45:00,1005,1,No info,14151
Air India,2019-06-24,Delhi,Cochin,13:15:00,07:40:00,1105,2,No info,12497
Jet Airways,2019-03-06,Delhi,Cochin,02:15:00,18:50:00,995,1,No info,17024
SpiceJet,2019-03-09,Chennai,Kolkata,09:30:00,12:05:00,155,0,No info,6300
Multiple carriers,2019-03-06,Delhi,Cochin,17:45:00,01:35:00,470,1,No info,15147
Multiple carriers,2019-06-01,Delhi,Cochin,12:50:00,01:30:00,760,1,No info,6795
IndiGo,2019-03-03,Mumbai,Hyderabad,19:05:00,20:30:00,85,0,No info,5755
Air India,2019-05-12,Kolkata,Banglore,20:30:00,16:15:00,1185,1,No info,10203
Jet Airways,2019-06-06,Delhi,Cochin,11:30:00,04:25:00,1015,1,No info,14714
IndiGo,2019-03-18,Banglore,New Delhi,22:20:00,01:10:00,170,0,No info,4545
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,20:45:00,855,1,No info,14781
Air India,2019-03-12,Banglore,New Delhi,07:30:00,11:05:00,1655,2,No info,11602
IndiGo,2019-05-06,Mumbai,Hyderabad,06:25:00,07:55:00,90,0,No info,4049
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,20:45:00,740,1,No info,14571
Air India,2019-06-09,Banglore,Delhi,06:10:00,08:55:00,165,0,No info,6961
SpiceJet,2019-05-15,Kolkata,Banglore,08:35:00,17:15:00,520,1,No info,6381
SpiceJet,2019-04-01,Kolkata,Banglore,06:55:00,09:30:00,155,0,No check-in baggage included,3841
Jet Airways,2019-03-21,Delhi,Cochin,06:20:00,04:25:00,1325,2,No info,11538
Vistara,2019-05-06,Kolkata,Banglore,20:20:00,20:20:00,1440,1,No info,8610
Multiple carriers,2019-06-01,Delhi,Cochin,07:00:00,21:00:00,840,1,No info,7408
Jet Airways,2019-06-27,Delhi,Cochin,19:45:00,12:35:00,1010,1,In-flight meal not included,10262
Air India,2019-05-06,Kolkata,Banglore,05:50:00,08:55:00,1625,2,No info,10991
Multiple carriers,2019-06-09,Delhi,Cochin,18:15:00,01:30:00,435,1,No info,13587
Air India,2019-05-15,Delhi,Cochin,12:30:00,09:25:00,1255,1,No info,7480
IndiGo,2019-03-09,Banglore,New Delhi,17:55:00,22:55:00,300,1,No info,6351
Multiple carriers,2019-05-27,Delhi,Cochin,14:00:00,21:00:00,420,1,In-flight meal not included,7153
Air Asia,2019-05-06,Kolkata,Banglore,19:55:00,22:25:00,150,0,No info,4409
IndiGo,2019-05-15,Kolkata,Banglore,21:00:00,02:15:00,315,1,No info,7228
Multiple carriers,2019-03-27,Delhi,Cochin,08:00:00,18:50:00,650,1,No info,11667
SpiceJet,2019-06-12,Kolkata,Banglore,15:05:00,20:20:00,315,1,No info,4649
Air India,2019-05-09,Kolkata,Banglore,16:50:00,13:45:00,1255,2,No info,12592
Multiple carriers,2019-06-12,Delhi,Cochin,10:20:00,19:00:00,520,1,No info,11789
Air India,2019-06-01,Chennai,Kolkata,11:40:00,13:55:00,135,0,No info,4667
Air Asia,2019-05-21,Kolkata,Banglore,22:40:00,10:40:00,720,1,No info,9719
Air India,2019-03-27,Delhi,Cochin,13:00:00,19:15:00,375,1,No info,6902
Jet Airways,2019-05-21,Kolkata,Banglore,20:00:00,04:40:00,520,1,No info,14781
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,22:35:00,850,1,In-flight meal not included,10844
Air India,2019-03-24,Kolkata,Banglore,05:40:00,14:35:00,1975,2,No info,11522
Air India,2019-04-21,Banglore,Delhi,13:20:00,16:10:00,170,0,No info,6121
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,23:25:00,385,1,No info,8610
Air Asia,2019-03-24,Kolkata,Banglore,22:50:00,01:20:00,150,0,No info,5620
IndiGo,2019-05-27,Kolkata,Banglore,15:15:00,17:45:00,150,0,No info,4804
Multiple carriers,2019-05-27,Delhi,Cochin,10:20:00,21:00:00,640,1,No info,7005
Jet Airways,2019-05-01,Delhi,Cochin,23:05:00,19:00:00,1195,2,No info,15129
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,04:40:00,520,1,In-flight meal not included,8586
Multiple carriers,2019-05-18,Delhi,Cochin,08:00:00,19:00:00,660,1,No info,10197
Multiple carriers,2019-03-27,Delhi,Cochin,09:10:00,19:15:00,605,1,No info,10667
IndiGo,2019-06-12,Kolkata,Banglore,09:20:00,14:15:00,295,1,No info,11160
Air India,2019-05-27,Delhi,Cochin,12:20:00,19:15:00,1855,2,No info,12488
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,19:50:00,685,1,In-flight meal not included,10844
Air India,2019-06-03,Delhi,Cochin,16:40:00,19:15:00,1595,2,No info,9968
Jet Airways,2019-05-18,Banglore,Delhi,18:55:00,22:00:00,185,0,In-flight meal not included,5198
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,04:40:00,875,1,In-flight meal not included,8586
IndiGo,2019-05-18,Chennai,Kolkata,11:35:00,14:00:00,145,0,No info,4332
IndiGo,2019-05-06,Kolkata,Banglore,08:10:00,13:00:00,290,1,No info,5069
Jet Airways,2019-05-06,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,4544
Multiple carriers,2019-03-03,Delhi,Cochin,04:00:00,15:30:00,690,1,No info,14973
Air India,2019-03-12,Banglore,New Delhi,06:45:00,18:05:00,2120,3,No info,13387
SpiceJet,2019-06-09,Banglore,Delhi,05:55:00,08:35:00,160,0,No info,3625
Jet Airways,2019-05-24,Kolkata,Banglore,09:35:00,14:25:00,1730,1,In-flight meal not included,10703
IndiGo,2019-03-24,Kolkata,Banglore,15:10:00,17:45:00,155,0,No info,7615
IndiGo,2019-05-27,Banglore,Delhi,18:25:00,21:20:00,175,0,No info,4823
Jet Airways,2019-03-06,Banglore,New Delhi,11:40:00,05:05:00,1045,1,No info,16736
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,12:00:00,890,1,In-flight meal not included,9663
Multiple carriers,2019-05-18,Delhi,Cochin,08:30:00,19:00:00,630,1,No info,9205
Jet Airways,2019-05-09,Delhi,Cochin,22:50:00,04:25:00,335,1,No info,15554
SpiceJet,2019-05-15,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No check-in baggage included,1965
Air India,2019-06-15,Kolkata,Banglore,14:15:00,16:45:00,150,0,No info,5510
Multiple carriers,2019-05-09,Delhi,Cochin,10:20:00,19:15:00,535,1,No info,8266
IndiGo,2019-05-27,Mumbai,Hyderabad,16:55:00,18:25:00,90,0,No info,3175
SpiceJet,2019-05-09,Delhi,Cochin,08:45:00,13:15:00,270,1,No check-in baggage included,4760
Multiple carriers,2019-05-27,Delhi,Cochin,08:45:00,21:00:00,735,1,No info,7740
Jet Airways,2019-05-15,Kolkata,Banglore,14:05:00,23:35:00,570,1,No info,13941
Air Asia,2019-06-06,Delhi,Cochin,16:45:00,07:10:00,865,1,No info,11410
Jet Airways,2019-04-01,Kolkata,Banglore,16:30:00,19:50:00,1640,1,No info,12681
Jet Airways,2019-05-06,Delhi,Cochin,09:40:00,12:35:00,1615,2,No info,15129
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,19:00:00,810,2,In-flight meal not included,10368
Air India,2019-05-21,Kolkata,Banglore,08:20:00,20:25:00,725,2,No info,12324
SpiceJet,2019-04-15,Kolkata,Banglore,17:10:00,19:40:00,150,0,No check-in baggage included,3841
Jet Airways,2019-06-24,Delhi,Cochin,05:30:00,04:25:00,1375,2,No info,13014
IndiGo,2019-06-27,Delhi,Cochin,06:50:00,22:30:00,940,1,No info,6442
Jet Airways,2019-05-18,Delhi,Cochin,14:00:00,19:00:00,300,1,In-flight meal not included,12373
Jet Airways,2019-03-12,Banglore,New Delhi,08:55:00,23:00:00,845,1,No info,13817
IndiGo,2019-06-24,Banglore,Delhi,18:55:00,21:50:00,175,0,No info,4823
Jet Airways,2019-03-27,Delhi,Cochin,05:10:00,04:25:00,1395,2,In-flight meal not included,9412
Air India,2019-05-27,Delhi,Cochin,22:00:00,19:15:00,1275,2,No info,10231
Jet Airways,2019-04-09,Banglore,Delhi,15:50:00,18:45:00,175,0,No info,7229
SpiceJet,2019-03-24,Banglore,New Delhi,09:35:00,12:30:00,175,0,No check-in baggage included,4273
Jet Airways,2019-05-18,Kolkata,Banglore,18:55:00,20:45:00,1550,1,In-flight meal not included,10844
IndiGo,2019-05-27,Delhi,Cochin,02:00:00,07:25:00,325,1,No info,7164
Jet Airways,2019-06-27,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,6478
Jet Airways,2019-05-12,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,5198
SpiceJet,2019-04-27,Banglore,Delhi,05:55:00,08:35:00,160,0,No check-in baggage included,4319
Jet Airways,2019-06-27,Delhi,Cochin,19:15:00,12:35:00,1040,1,In-flight meal not included,10262
Vistara,2019-05-18,Delhi,Cochin,14:40:00,17:50:00,190,0,No info,6741
Jet Airways,2019-06-06,Kolkata,Banglore,14:05:00,22:35:00,510,1,No info,14571
Air India,2019-03-01,Banglore,New Delhi,11:50:00,23:55:00,725,1,Change airports,26092
Air India,2019-06-27,Delhi,Cochin,10:55:00,19:15:00,500,2,No info,11753
Jet Airways,2019-03-21,Banglore,New Delhi,08:00:00,23:00:00,900,1,In-flight meal not included,7832
Vistara,2019-05-01,Kolkata,Banglore,07:10:00,20:20:00,790,1,No info,8610
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,22:35:00,510,1,No info,13626
Jet Airways,2019-06-09,Delhi,Cochin,09:40:00,12:35:00,1615,2,In-flight meal not included,10368
IndiGo,2019-06-18,Mumbai,Hyderabad,02:35:00,04:05:00,90,0,No info,2754
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,18:00:00,1500,1,No info,12692
IndiGo,2019-03-01,Banglore,New Delhi,10:05:00,13:00:00,175,0,No info,10067
GoAir,2019-06-03,Delhi,Cochin,10:35:00,19:35:00,540,1,No info,4959
Air India,2019-03-01,Banglore,New Delhi,08:50:00,11:10:00,1580,2,No info,19372
Air India,2019-05-18,Mumbai,Hyderabad,06:20:00,07:40:00,80,0,No info,3100
Multiple carriers,2019-05-15,Delhi,Cochin,07:30:00,21:00:00,810,1,No info,8405
Multiple carriers,2019-05-27,Delhi,Cochin,11:30:00,21:00:00,570,1,In-flight meal not included,6943
SpiceJet,2019-04-27,Kolkata,Banglore,17:10:00,19:40:00,150,0,No check-in baggage included,3841
SpiceJet,2019-06-06,Mumbai,Hyderabad,22:45:00,00:15:00,90,0,No info,2017
Vistara,2019-05-01,Kolkata,Banglore,17:00:00,10:45:00,1065,1,No info,9187
Jet Airways,2019-05-12,Kolkata,Banglore,08:25:00,19:50:00,685,1,No info,13941
Jet Airways,2019-03-21,Delhi,Cochin,19:15:00,18:50:00,1415,2,In-flight meal not included,8938
SpiceJet,2019-05-18,Banglore,Delhi,09:30:00,12:20:00,170,0,No check-in baggage included,4319
SpiceJet,2019-04-01,Banglore,Delhi,21:10:00,00:05:00,175,0,No check-in baggage included,3573
SpiceJet,2019-05-03,Kolkata,Banglore,09:00:00,11:25:00,145,0,No check-in baggage included,3841
Jet Airways,2019-06-27,Delhi,Cochin,11:00:00,14:15:00,195,0,In-flight meal not included,7202
Vistara,2019-06-09,Kolkata,Banglore,17:00:00,22:55:00,355,1,No info,9187
GoAir,2019-06-03,Delhi,Cochin,07:25:00,13:35:00,370,1,No info,6976
Jet Airways,2019-05-21,Delhi,Cochin,18:15:00,12:35:00,1100,1,In-flight meal not included,12898
Jet Airways,2019-05-27,Delhi,Cochin,02:15:00,04:25:00,1570,1,In-flight meal not included,12898
Jet Airways,2019-06-15,Delhi,Cochin,21:25:00,19:00:00,1295,2,In-flight meal not included,10588
Air India,2019-06-24,Delhi,Cochin,22:00:00,19:15:00,1275,2,No info,9181
Jet Airways,2019-03-03,Banglore,New Delhi,05:45:00,05:05:00,1400,1,In-flight meal not included,11087
Jet Airways,2019-06-27,Delhi,Cochin,07:05:00,12:35:00,330,1,In-flight meal not included,10262
Jet Airways,2019-04-06,Delhi,Cochin,11:00:00,14:15:00,195,0,In-flight meal not included,4886
IndiGo,2019-03-21,Delhi,Cochin,02:35:00,08:30:00,355,1,No info,8470
Air India,2019-05-21,Kolkata,Banglore,09:50:00,23:15:00,805,3,No info,14960
SpiceJet,2019-05-09,Kolkata,Banglore,06:55:00,09:30:00,155,0,No info,3873
Air India,2019-03-09,Delhi,Cochin,16:40:00,19:15:00,1595,2,No info,11911
Air India,2019-06-15,Delhi,Cochin,09:45:00,23:00:00,795,1,No info,8907
SpiceJet,2019-05-09,Chennai,Kolkata,08:20:00,10:35:00,135,0,No check-in baggage included,3859
Air Asia,2019-06-24,Kolkata,Banglore,22:50:00,01:20:00,150,0,No info,3807
Air Asia,2019-03-06,Kolkata,Banglore,10:20:00,12:55:00,155,0,No info,4384
Multiple carriers,2019-06-03,Delhi,Cochin,04:55:00,12:35:00,460,1,No info,11622
Vistara,2019-03-24,Banglore,New Delhi,19:40:00,22:20:00,160,0,No info,4563
SpiceJet,2019-04-01,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,No check-in baggage included,1965
Air India,2019-04-24,Kolkata,Banglore,20:45:00,23:20:00,155,0,No info,4145
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,20:40:00,1410,1,In-flight meal not included,10031
Air India,2019-03-01,Banglore,New Delhi,17:00:00,23:10:00,370,1,No info,11628
Jet Airways,2019-06-15,Delhi,Cochin,07:05:00,12:35:00,330,1,In-flight meal not included,10262
SpiceJet,2019-06-24,Mumbai,Hyderabad,13:15:00,14:45:00,90,0,No info,2017
Vistara,2019-04-27,Delhi,Cochin,06:00:00,09:10:00,190,0,No info,6216
Multiple carriers,2019-05-15,Delhi,Cochin,11:35:00,01:30:00,835,3,No info,16294
IndiGo,2019-06-03,Banglore,Delhi,04:00:00,06:50:00,170,0,No info,3943
Multiple carriers,2019-05-27,Delhi,Cochin,14:55:00,22:30:00,455,1,No info,7038
SpiceJet,2019-03-09,Banglore,New Delhi,10:20:00,18:15:00,475,1,No info,7294
SpiceJet,2019-04-06,Kolkata,Banglore,09:00:00,11:25:00,145,0,No info,3873
Air India,2019-06-18,Mumbai,Hyderabad,13:55:00,15:25:00,90,0,No info,3100
Multiple carriers,2019-05-27,Delhi,Cochin,10:00:00,19:00:00,540,1,No info,12507
Air Asia,2019-05-21,Delhi,Cochin,07:55:00,22:30:00,875,1,No info,6152
Air India,2019-04-01,Kolkata,Banglore,09:50:00,21:05:00,675,1,No info,8030
Jet Airways,2019-06-18,Banglore,Delhi,08:20:00,11:20:00,180,0,In-flight meal not included,5769
IndiGo,2019-06-06,Kolkata,Banglore,17:15:00,19:50:00,155,0,No info,4804
Air India,2019-05-18,Delhi,Cochin,09:45:00,09:25:00,1420,1,No info,8372
Jet Airways,2019-03-15,Banglore,New Delhi,09:45:00,14:25:00,280,1,No info,8578
Air India,2019-05-18,Delhi,Cochin,22:00:00,19:15:00,1275,2,No info,11228
Air India,2019-05-01,Kolkata,Banglore,09:50:00,08:55:00,1385,2,No info,13227
IndiGo,2019-03-15,Banglore,New Delhi,20:00:00,22:55:00,175,0,No info,8855
Multiple carriers,2019-06-12,Delhi,Cochin,03:50:00,12:35:00,525,1,No info,12192
Jet Airways,2019-06-27,Delhi,Cochin,23:05:00,19:00:00,1195,2,No info,12819
IndiGo,2019-06-27,Banglore,Delhi,06:05:00,08:50:00,165,0,No info,3943
Multiple carriers,2019-03-09,Delhi,Cochin,00:20:00,12:55:00,755,1,In-flight meal not included,18260
Air India,2019-04-18,Banglore,Delhi,06:10:00,08:55:00,165,0,No info,5228
Jet Airways,2019-06-12,Delhi,Cochin,12:15:00,04:25:00,970,2,No info,14300
Air India,2019-05-01,Kolkata,Banglore,12:00:00,18:30:00,1830,2,No info,10151
IndiGo,2019-05-06,Kolkata,Banglore,17:35:00,22:15:00,280,1,No info,5699
Vistara,2019-05-21,Kolkata,Banglore,07:10:00,10:45:00,1655,1,No info,9187
Vistara,2019-06-06,Kolkata,Banglore,20:20:00,09:05:00,765,1,No info,8452
Multiple carriers,2019-03-21,Delhi,Cochin,02:15:00,13:20:00,665,1,No info,13961
Jet Airways,2019-06-24,Banglore,Delhi,07:10:00,10:10:00,180,0,In-flight meal not included,5769
Multiple carriers,2019-06-24,Delhi,Cochin,07:30:00,19:00:00,690,1,No info,10877
